"Effect_Size_ID","Study_ID","Species_ID","Treatment_ID_T1","Treatment_ID_T2","Trait_ID","First_Author","Title","Year","Journal","Journal_Impact_Factor-2021","Kingdom","Phylum","Class","Order","Family","Scientific_Name","Ecosystem","Plasticity_Mechanism","Developmental_Exposure_Time_Category","Developmental_Exposure_Time","Acclimation_Exposure_Time","Exposure_Units","T1_constant","T1_fluctuation","T2_constant","T2_fluctuation","High","Fluctuation_Magnitude","Fluctuation_Category","Fluctuation_Period","Fluctuation_Unit","Number_Of_Fluctuations","Acclimation_Life-History_Stage","Acclimation_Life-History_Stage_Category","Trait_Category","Measurement","Trait_Unit","Sex","Performance_Curve","Complex_Design","Species_Overlap","Animal_Overlap_T1_Constant","Animal_Overlap_T1_Fluctuation","Animal_Overlap_Trait_T1","Animal_Overlap_T2_Constant","Animal_Overlap_T2_Fluctuation","Animal_Overlap_Trait_T2","Animal_Code","Shared_Animal_Number","Shared_Control_T1","Shared_Control_T2","Shared_Control_Code","Shared_Control_Number","n_T1_C","Mean_T1_C","SD_Final_T1_C","n_T1_F","Mean_T1_F","SD_Final_T1_F","n_T2_C","Mean_T2_C","SD_Final_T2_C","n_T2_F","Mean_T2_F","SD_Final_T2_F","Percentage_Transformation_T1","Proportion_Transformation_T1","In_Transformation_T1","Percentage_Transformation_T2","Proportion_Transformation_T2","In_Transformation_T2","Mean_Transformed_T1_C","SD_Final_Transformed_T1_C","Mean_Transformed_T1_F","SD_Final_Transformed_T1_F","Mean_Transformed_T2_C","SD_Final_Transformed_T2_C","Mean_Transformed_T2_F","SD_Final_Transformed_T2_F","Mean_T1_C_Add","SD_Final_T1_C_Add","Mean_T1_F_Add","SD_Final_T1_F_Add","Mean_T2_C_Add","SD_Final_T2_C_Add","Mean_T2_F_Add","SD_Final_T2_F_Add","InRR_Transformed","v_InRR","InRR_Untransformed","v_InRR_Untransformed","Year_Z","Precision"
159,104,2,1,3,2,"J. G. Kingsolver","Growth, Stress, And Acclimation Responses To Fluctuating Temperatures In Field And Domesticated Populations Of Manduca Sexta",2020,"Ecology And Evolution",3.167,"Metazoa","Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca sexta","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",25,25,30,30,"T2",10,"NA","1","Day","NA","NA","NA","Life-History Traits","Development Time","Days","NA","No","Yes","B","A","B","A","D","E","A","104:B:A:B:D:E:A:A",59,"A","B","104:B:A:B:2",131,86,17.719298245614,6.91454010629069,86,20.219298245614,9.76170367946918,86,14.5175438596491,3.25390122648973,86,14.5614035087719,3.66063887980094,"No","No","No","No","No","No",18.219298245614,7.41454010629069,20.719298245614,10.2617036794692,15.0175438596491,3.75390122648973,15.0614035087719,4.16063887980094,18.219298245614,7.41454010629069,20.719298245614,10.2617036794692,15.0175438596491,3.75390122648973,15.0614035087719,4.16063887980094,-0.0251335737370816,0.206391946453653,-0.0251335737370816,0.206391946453653,0.93767643627774,-0.213732895830276
160,104,2,2,4,2,"J. G. Kingsolver","Growth, Stress, And Acclimation Responses To Fluctuating Temperatures In Field And Domesticated Populations Of Manduca Sexta",2020,"Ecology And Evolution",3.167,"Metazoa","Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca sexta","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",25,25,30,30,"T2",20,"NA","1","Day","NA","NA","NA","Life-History Traits","Development Time","Days","NA","No","Yes","B","A","C","A","D","F","A","104:B:A:C:D:F:A:A",60,"A","B","104:B:A:B:2",131,86,17.719298245614,6.91454010629069,86,20.4385964912281,9.76170367946918,86,14.5175438596491,3.25390122648973,86,14.5175438596491,4.88085183973459,"No","No","No","No","No","No",18.219298245614,7.41454010629069,20.9385964912281,10.2617036794692,15.0175438596491,3.75390122648973,15.0175438596491,5.38085183973459,18.219298245614,7.41454010629069,20.9385964912281,10.2617036794692,15.0175438596491,3.75390122648973,15.0175438596491,5.38085183973459,-0.0278225604925442,0.206937986459067,-0.0278225604925442,0.206937986459067,0.93767643627774,-0.217341209295652
161,104,1,2,4,3,"J. G. Kingsolver","Growth, Stress, And Acclimation Responses To Fluctuating Temperatures In Field And Domesticated Populations Of Manduca Sexta",2020,"Ecology And Evolution",3.167,"Metazoa","Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca sexta","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",25,25,30,30,"T2",20,"NA","1","Day","NA","NA","NA","Life-History Traits","Individual Growth Rate","day-1","NA","Yes","Yes","A","A","C","B","D","F","B","104:A:A:C:D:F:B:B",61,"A","B","104:A:A:B:3",132,16,0.678438661710037,0.185873605947956,16,0.604089219330855,0.408921933085502,16,0.672811059907834,0.202764976958525,16,0.589861751152074,0.258064516129032,"No","No","No","No","No","No",1.17843866171004,0.685873605947956,1.10408921933085,0.908921933085502,1.17281105990783,0.702764976958525,1.08986175115207,0.758064516129032,1.17843866171004,0.685873605947956,1.10408921933085,0.908921933085502,1.17281105990783,0.702764976958525,1.08986175115207,0.758064516129032,-0.00163659859680036,0.316207446779538,-0.00163659859680177,0.316207446779537,0.93767643627774,-0.688643171825512
162,104,2,2,4,3,"J. G. Kingsolver","Growth, Stress, And Acclimation Responses To Fluctuating Temperatures In Field And Domesticated Populations Of Manduca Sexta",2020,"Ecology And Evolution",3.167,"Metazoa","Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca sexta","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",25,25,30,30,"T2",20,"NA","1","Day","NA","NA","NA","Life-History Traits","Individual Growth Rate","day-1","NA","Yes","Yes","B","A","C","B","D","F","B","104:B:A:C:D:F:B:B",62,"A","B","104:B:A:B:3",133,11,0.481818181818182,0.271360210119988,11,0.663636363636364,0.180906806746659,11,0.490384615384616,0.350796852826052,11,0.682692307692308,0.302960918349772,"No","No","No","No","No","No",0.981818181818182,0.771360210119988,1.16363636363636,0.680906806746659,0.990384615384616,0.850796852826052,1.18269230769231,0.802960918349772,0.981818181818182,0.771360210119988,1.16363636363636,0.680906806746659,0.990384615384616,0.850796852826052,1.18269230769231,0.802960918349772,0.00151126606947775,0.396232995823885,0.00151126606947674,0.396232995823885,0.93767643627774,-0.868911193850139
163,106,1,1,2,1,"C. Theys","Higher Mean And Fluctuating Temperatures Jointly Determine The Impact Of The Pesticide Chlorpyrifos On The Growth Rate And Leaf Consumption Of A Freshwater Isopod",2021,"Chemosphere",8.943,"Metazoa","Arthropoda","Malacostraca","Isopoda","Asellidae","Asellus aquaticus","Aquatic","Acclimation","NA","NA","10","Days",18,18,22,22,"T2",8,"Stepwise","1","Day","10","NA","NA","Population","Mortality","%","NA","No","Yes","A","A","B","A","C","D","A","106:A:A:B:C:D:A:A",63,"A","B","106:A:A:B:1",134,34,6.06805293005671,24.4701572902771,34,11.0586011342155,38.6893027427354,34,14.6313799621928,44.3108253634747,34,6.80529300567108,26.7849018988168,"Yes","No","No","Yes","No","No",0.748896054449832,1.01247823162703,0.83900061499867,1.11682054738205,0.89251122500529,1.12688527531988,0.763922848129788,1.03179105308188,6.56805293005671,24.9701572902771,11.5586011342155,39.1893027427354,15.1313799621928,44.8108253634747,7.30529300567108,27.2849018988168,-0.0672958838418785,0.456415350917198,-0.323345997961566,1.68143593299957,1.04979567174919,-0.962834000180986
164,106,1,1,2,2,"C. Theys","Higher Mean And Fluctuating Temperatures Jointly Determine The Impact Of The Pesticide Chlorpyrifos On The Growth Rate And Leaf Consumption Of A Freshwater Isopod",2021,"Chemosphere",8.943,"Metazoa","Arthropoda","Malacostraca","Isopoda","Asellidae","Asellus aquaticus","Aquatic","Acclimation","NA","NA","10","Days",18,18,22,22,"T2",8,"Stepwise","1","Day","10","NA","NA","Behavioural","Food Consumption","day-1","NA","No","Yes","A","A","B","A","C","D","A","106:A:A:B:C:D:A:A",63,"A","B","106:A:A:B:2",135,34,0.0100440528634361,0.0123297661212588,34,0.00625550660792952,0.0138709868864161,34,0.00526748971193416,0.0143974120860378,34,0.00987654320987654,0.0134375846136353,"No","No","No","No","No","No",0.510044052863436,0.512329766121259,0.50625550660793,0.513870986886416,0.505267489711934,0.514397412086038,0.509876543209877,0.513437584613635,0.510044052863436,0.512329766121259,0.50625550660793,0.513870986886416,0.505267489711934,0.514397412086038,0.509876543209877,0.513437584613635,0.00413406429387909,0.370287564577076,0.00413406429387909,0.370287564577076,1.04979567174919,-0.819001616650358
165,108,1,1,3,1,"W. Chen","Impact Of Constant Versus Fluctuating Temperatures On The Development And Life History Parameters Of Aldrichina Grahami (Diptera: Calliphoridae)",2019,"Insects",3.139,"Metazoa","Arthropoda","Insecta","Diptera","Calliphoridae","Aldrichina grahami","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",8,8,16,16,"T2",6,"Alternating","1","Day","NA","NA","NA","Life-History Traits","Development Time","h","NA","No","Yes","A","A","B","A","E","F","A","108:A:A:B:E:F:A:A",64,"A","C","108:A:A:C:1",136,5,99.3,4.3,5,133.9,16.1,5,39.9,2.5,5,44,1.6,"No","No","No","No","No","No",99.8,4.8,134.4,16.6,40.4,3,44.5,2.1,99.8,4.8,134.4,16.6,40.4,3,44.5,2.1,-0.0251241050708176,0.130061918231843,-0.0251241050708176,0.130061918231843,0.82555720080629,0.588804509928201
166,108,1,1,3,2,"W. Chen","Impact Of Constant Versus Fluctuating Temperatures On The Development And Life History Parameters Of Aldrichina Grahami (Diptera: Calliphoridae)",2019,"Insects",3.139,"Metazoa","Arthropoda","Insecta","Diptera","Calliphoridae","Aldrichina grahami","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",8,8,16,16,"T2",6,"Alternating","1","Day","NA","NA","NA","Life-History Traits","Development Time","h","NA","No","Yes","A","A","B","A","E","F","A","108:A:A:B:E:F:A:A",64,"A","C","108:A:A:C:2",137,5,150.8,13.5,5,166.8,3.6,5,40.5,3.1,5,46.8,1.5,"No","No","No","No","No","No",151.3,14,167.3,4.1,41,3.6,47.3,2,151.3,14,167.3,4.1,41,3.6,47.3,2,0.0053017801993889,0.12873204395149,0.0053017801993889,0.12873204395149,0.82555720080629,0.611221976439709
167,108,1,1,3,3,"W. Chen","Impact Of Constant Versus Fluctuating Temperatures On The Development And Life History Parameters Of Aldrichina Grahami (Diptera: Calliphoridae)",2019,"Insects",3.139,"Metazoa","Arthropoda","Insecta","Diptera","Calliphoridae","Aldrichina grahami","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",8,8,16,16,"T2",6,"Alternating","1","Day","NA","NA","NA","Life-History Traits","Development Time","h","NA","No","Yes","A","A","B","A","E","F","A","108:A:A:B:E:F:A:A",64,"A","C","108:A:A:C:3",138,5,142.2,18.3,5,155.6,2.9,5,48.9,1.2,5,55.3,3.7,"No","No","No","No","No","No",142.7,18.8,156.1,3.4,49.4,1.7,55.8,4.2,142.7,18.8,156.1,3.4,49.4,1.7,55.8,4.2,0.00400889276934907,0.129936155632822,0.00400889276934907,0.129936155632822,0.82555720080629,0.590904823304337
168,108,1,1,3,4,"W. Chen","Impact Of Constant Versus Fluctuating Temperatures On The Development And Life History Parameters Of Aldrichina Grahami (Diptera: Calliphoridae)",2019,"Insects",3.139,"Metazoa","Arthropoda","Insecta","Diptera","Calliphoridae","Aldrichina grahami","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",8,8,16,16,"T2",6,"Alternating","1","Day","NA","NA","NA","Life-History Traits","Development Time","h","NA","No","Yes","A","A","B","A","E","F","A","108:A:A:B:E:F:A:A",64,"A","C","108:A:A:C:4",139,5,208.6,20.1,5,253,20.2,5,100.2,7.3,5,110.4,7.4,"No","No","No","No","No","No",209.1,20.6,253.5,20.7,100.7,7.8,110.9,7.9,209.1,20.6,253.5,20.7,100.7,7.8,110.9,7.9,-0.0120085152456056,0.130489541521485,-0.0120085152456056,0.130489541521485,0.82555720080629,0.581693222172751
169,108,1,1,3,5,"W. Chen","Impact Of Constant Versus Fluctuating Temperatures On The Development And Life History Parameters Of Aldrichina Grahami (Diptera: Calliphoridae)",2019,"Insects",3.139,"Metazoa","Arthropoda","Insecta","Diptera","Calliphoridae","Aldrichina grahami","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",8,8,16,16,"T2",6,"Alternating","1","Day","NA","NA","NA","Life-History Traits","Development Time","h","NA","No","Yes","A","A","B","A","E","F","A","108:A:A:B:E:F:A:A",64,"A","C","108:A:A:C:5",140,5,261.2,20.7,5,354.6,15.4,5,66.6,6.5,5,87,3.3,"No","No","No","No","No","No",261.7,21.2,355.1,15.9,67.1,7,87.5,3.8,261.7,21.2,355.1,15.9,67.1,7,87.5,3.8,-0.00496823512837619,0.129267285187092,-0.00496823512837619,0.129267285187092,0.82555720080629,0.602144042160785
170,109,1,2,10,1,"M. S. Y. I. Bayu","Impact Of Constant Versus Fluctuating Temperatures On The Development And Life History Parameters Of Tetranychus Urticae (Acari: Tetranychidae)",2017,"Experimental And Applied Acarology",2.38,"Metazoa","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Tetranychus urticae","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",15,15,35,35,"T2",10,"Alternating","1","Day","NA","NA","NA","Life-History Traits","Development Time","Days","Female","No","Yes","A","C","D","A","S","T","A","109:A:C:D:S:T:A:A",65,"B","J","109:A:B:J:1",141,61,35.9,1.32774244490413,80,27.3,1.69941166289984,80,5.5,0.357770876399966,71,6,0.0842614977317636,"No","No","No","No","No","No",36.4,1.82774244490413,27.8,2.19941166289984,6,0.857770876399966,6.5,0.584261497731764,36.4,1.82774244490413,27.8,2.19941166289984,6,0.857770876399966,6.5,0.584261497731764,0.017478773080982,0.0504888465254467,0.017478773080982,0.0504888465254467,0.601318729863392,4.00886101920607
171,109,1,2,10,2,"M. S. Y. I. Bayu","Impact Of Constant Versus Fluctuating Temperatures On The Development And Life History Parameters Of Tetranychus Urticae (Acari: Tetranychidae)",2017,"Experimental And Applied Acarology",2.38,"Metazoa","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Tetranychus urticae","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",15,15,35,35,"T2",10,"Alternating","1","Day","NA","NA","NA","Life-History Traits","Development Time","Days","Male","No","Yes","A","C","D","B","S","T","B","109:A:C:D:S:T:B:B",66,"B","J","109:A:B:J:2",142,29,34.3,1.56169779406901,35,25.9,0.591607978309962,30,5.4,0.3286335345031,34,5.5,0.174928556845359,"No","No","No","No","No","No",34.8,2.06169779406901,26.4,1.09160797830996,5.9,0.8286335345031,6,0.674928556845359,34.8,2.06169779406901,26.4,1.09160797830996,5.9,0.8286335345031,6,0.674928556845359,0.014653024747227,0.0511995492145086,0.014653024747227,0.0511995492145086,0.601318729863392,3.93126505480412
172,109,1,2,10,3,"M. S. Y. I. Bayu","Impact Of Constant Versus Fluctuating Temperatures On The Development And Life History Parameters Of Tetranychus Urticae (Acari: Tetranychidae)",2017,"Experimental And Applied Acarology",2.38,"Metazoa","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Tetranychus urticae","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",15,15,35,35,"T2",10,"Alternating","1","Day","NA","NA","NA","Life-History Traits","Fecundity","Eggs","Female","No","Yes","A","C","D","A","S","T","A","109:A:C:D:S:T:A:A",65,"B","J","109:A:B:J:3",143,61,65.6,42.3315532434141,80,162.2,57.4222256621946,80,26.4,17.5307729435984,71,42.2,28.143340242409,"No","No","No","No","No","No",66.1,42.8315532434141,162.7,57.9222256621946,26.9,18.0307729435984,42.7,28.643340242409,66.1,42.8315532434141,162.7,57.9222256621946,26.9,18.0307729435984,42.7,28.643340242409,-0.0219333316870283,0.0704213411622845,-0.0219333316870283,0.0704213411622845,0.601318729863392,2.42661257341332
173,109,1,2,10,4,"M. S. Y. I. Bayu","Impact Of Constant Versus Fluctuating Temperatures On The Development And Life History Parameters Of Tetranychus Urticae (Acari: Tetranychidae)",2017,"Experimental And Applied Acarology",2.38,"Metazoa","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Tetranychus urticae","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",15,15,35,35,"T2",10,"Alternating","1","Day","NA","NA","NA","Life-History Traits","Longevity","Day","Female","No","Yes","A","C","D","A","S","T","A","109:A:C:D:S:T:A:A",65,"B","J","109:A:B:J:4",144,61,67.6,12.1058869976553,80,67.2,11.5381107638989,80,9.9,1.87829710109982,71,11.2,1.68522995463527,"No","No","No","No","No","No",68.1,12.6058869976553,67.7,12.0381107638989,10.4,2.37829710109982,11.7,2.18522995463527,68.1,12.6058869976553,67.7,12.0381107638989,10.4,2.37829710109982,11.7,2.18522995463527,0.00618370344468103,0.0521019685334401,0.00618370344468103,0.0521019685334401,0.601318729863392,3.8357875903522
174,109,1,2,10,5,"M. S. Y. I. Bayu","Impact Of Constant Versus Fluctuating Temperatures On The Development And Life History Parameters Of Tetranychus Urticae (Acari: Tetranychidae)",2017,"Experimental And Applied Acarology",2.38,"Metazoa","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Tetranychus urticae","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",15,15,35,35,"T2",10,"Alternating","1","Day","NA","NA","NA","Life-History Traits","Longevity","Days","Male","No","Yes","A","C","D","B","S","T","B","109:A:C:D:S:T:B:B",66,"B","J","109:A:B:J:5",145,29,74.6,12.6012856486947,35,64.8,7.39509972887452,30,5.3,0.766811580507233,34,16.9,2.15745220109276,"No","No","No","No","No","No",75.1,13.1012856486947,65.3,7.89509972887452,5.8,1.26681158050723,17.4,2.65745220109276,75.1,13.1012856486947,65.3,7.89509972887452,5.8,1.26681158050723,17.4,2.65745220109276,0.0619220405577907,0.0537433078715182,0.0619220405577907,0.0537433078715183,0.601318729863392,3.67035060212081
175,110,1,1,2,1,"L. Jiang","Impact Of Diurnal Temperature Fluctuations On Larval Settlement And Growth Of The Reef Coral Pocillopora Damicornis",2017,"Biogeosciences",5.092,"Metazoa","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora damicornis","Aquatic","Developmental Plasticity","Larvae","Larvae Period","NA","NA",29,29,31,31,"T2",3,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Population","Survival","%","NA","No","Yes","A","A","B","A","C","D","A","110:A:A:B:C:D:A:A",67,"A","B","110:A:A:B:1",146,4,55.46875,7.03125,4,55.078125,25.78125,4,20.3125,7.8125,4,45.3125,17.96875,"Yes","No","No","Yes","No","No",1.34019529135272,0.570736881817208,1.33626712206628,0.759152536168904,0.967542520696797,0.597091954672577,1.23845422584369,0.680482385915124,55.96875,7.53125,55.578125,26.28125,20.8125,8.3125,45.8125,18.46875,0.124897631140303,0.796714689493854,0.398003511289205,0.640938305020803,0.601318729863392,-1.22695978472902
176,110,1,1,2,2,"L. Jiang","Impact Of Diurnal Temperature Fluctuations On Larval Settlement And Growth Of The Reef Coral Pocillopora Damicornis",2017,"Biogeosciences",5.092,"Metazoa","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora damicornis","Aquatic","Developmental Plasticity","Larvae","Larvae Period","NA","NA",29,29,31,31,"T2",3,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Physiological","Maximum Excitation Pressure","Çªm","NA","No","Yes","A","A","B","B","C","D","B","110:A:A:B:C:D:B:B",68,"A","B","110:A:A:B:2",147,15,0.11703056768559,0.0388989593723888,15,0.0550218340611354,0.0490465139912729,15,0.130131004366812,0.125153173632903,15,0.0572052401746725,0.0811804369510725,"No","No","No","No","No","No",0.61703056768559,0.538898959372389,0.555021834061135,0.549046513991273,0.630131004366812,0.625153173632903,0.557205240174673,0.581180436951072,0.61703056768559,0.538898959372389,0.555021834061135,0.549046513991273,0.630131004366812,0.625153173632903,0.557205240174673,0.581180436951072,-0.00854149168702984,0.754235815892657,-0.00854149168703039,0.754235815892657,0.601318729863392,-1.20700827434445
177,110,1,1,2,3,"L. Jiang","Impact Of Diurnal Temperature Fluctuations On Larval Settlement And Growth Of The Reef Coral Pocillopora Damicornis",2017,"Biogeosciences",5.092,"Metazoa","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Pocillopora damicornis","Aquatic","Developmental Plasticity","Larvae","Larvae Period","NA","NA",29,29,31,31,"T2",3,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Biochemical Assay","Bleaching Index","%","NA","No","Yes","A","A","B","B","C","D","B","110:A:A:B:C:D:B:B",68,"A","B","110:A:A:B:3",148,25,38.366718027735,16.9491525423729,25,42.6810477657935,16.9491525423729,25,37.1340523882897,14.6379044684129,25,36.517719568567,17.7195685670262,"Yes","No","No","Yes","No","No",1.16798934056018,0.674274168894232,1.21194471844597,0.671337069673879,1.15527481352166,0.651479898969195,1.14888566869187,0.684011541565842,38.866718027735,17.4491525423729,43.1810477657935,17.4491525423729,37.6340523882897,15.1379044684129,37.017719568567,18.2195685670262,-0.0212441386141074,0.552503196992153,-0.0608879835265882,0.530755541092563,0.601318729863392,-1.07037799942563
178,112,1,1,2,1,"K. P. Paaijmans","Influence Of Climate On Malaria Transmission Depends On Daily Temperature Variation",2010,"Proceedings Of The National Academy Of Sciences Of The United States Of America",12.779,"Metazoa","Arthropoda","Insecta","Diptera","Culicidae","Anopheles stephensi","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",20,20,27,27,"T2",12,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Life-History Traits","Development Time","Days","NA","No","Yes","A","A","B","A","C","D","A","112:A:A:B:C:D:A:A",69,"A","B","112:A:A:B:1",149,10,20.5777777777778,0.562182695141054,10,18.7555555555555,0.491909858248424,10,10.8854961832061,0.241395241234227,10,11.1603053435114,0.482790482468454,"No","No","No","No","No","No",21.0777777777778,1.06218269514105,19.2555555555555,0.991909858248424,11.3854961832061,0.741395241234227,11.6603053435114,0.982790482468454,21.0777777777778,1.06218269514105,19.2555555555555,0.991909858248424,11.3854961832061,0.741395241234227,11.6603053435114,0.982790482468454,0.0163242524729079,0.144510878877336,0.0163242524729079,0.144510878877336,-0.183515918436755,0.371835017255881
179,112,1,1,2,2,"K. P. Paaijmans","Influence Of Climate On Malaria Transmission Depends On Daily Temperature Variation",2010,"Proceedings Of The National Academy Of Sciences Of The United States Of America",12.779,"Metazoa","Arthropoda","Insecta","Diptera","Culicidae","Anopheles stephensi","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",20,20,27,27,"T2",12,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Population","Survival","%","NA","No","Yes","A","A","B","A","C","D","A","112:A:A:B:C:D:A:A",69,"A","B","112:A:A:B:2",150,10,18.6,0.702728368926315,10,20.6444444444444,0.913546879604195,10,13.236641221374,0.482790482468454,10,12.5496183206107,0.337953337727923,"Yes","No","No","Yes","No","No",0.945907888977108,0.509030022158295,0.971655414205195,0.511285234153846,0.872367768174942,0.507123142417818,0.862116645681665,0.505100709981634,19.1,1.20272836892631,21.1444444444444,1.4135468796042,13.736641221374,0.982790482468454,13.0496183206107,0.837953337727923,-0.00552522003883268,0.267624297428798,-0.0218566829075747,0.144624784333176,-0.183515918436755,-0.526611171702568
180,116,1,1,2,1,"H. L. Les","Living At Extremes: Development At The Edges Of Viable Temperature Under Constant And Fluctuating Conditions",2009,"Physiological And Biochemical Zoology",2.322,"Metazoa","Chordata","NA","Testudines","Emydidae","Chrysemys picta","Aquatic","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",23,23,31,31,"T2",6,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Population","Survival","%","NA","No","Yes","A","A","B","A","C","D","A","116:A:A:B:C:D:A:A",70,"A","B","116:A:A:B:1",151,22,30.5350553505535,38.9425662715967,22,77.029520295203,40.2406518139833,24,85.6088560885609,37.9625716593703,24,92.8044280442805,35.2509593979865,"Yes","No","No","Yes","No","No",1.08546300494772,0.922777989540273,1.57096753395552,0.978323129669562,1.68169549571677,1.04077751275584,1.79922486809995,1.18206212877927,31.0350553505535,39.4425662715967,77.529520295203,40.7406518139833,86.1088560885609,38.4625716593703,93.3044280442805,35.7509593979865,-0.0377664536732263,0.209422320102662,-0.104410760602774,0.225400135105245,-0.295635153908204,-0.233520500719677
181,116,1,1,2,2,"H. L. Les","Living At Extremes: Development At The Edges Of Viable Temperature Under Constant And Fluctuating Conditions",2009,"Physiological And Biochemical Zoology",2.322,"Metazoa","Chordata","NA","Testudines","Emydidae","Chrysemys picta","Aquatic","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",23,23,31,31,"T2",6,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Life-History Traits","Development Time","Days","NA","No","Yes","A","A","B","A","C","D","A","116:A:A:B:C:D:A:A",70,"A","B","116:A:A:B:2",152,22,101.422594142259,3.14002728691112,22,96.0669456066946,3.14002728691112,24,46.5271966527197,3.2796515384545,24,47.5313807531381,1.63982576922721,"No","No","No","No","No","No",101.922594142259,3.64002728691112,96.5669456066946,3.64002728691112,47.0271966527197,3.7796515384545,48.0313807531381,2.13982576922721,101.922594142259,3.64002728691112,96.5669456066946,3.64002728691112,47.0271966527197,3.7796515384545,48.0313807531381,2.13982576922721,0.00938820199975239,0.125474408256445,0.00938820199975239,0.125474408256445,-0.295635153908204,0.668143099029595
182,116,1,1,2,3,"H. L. Les","Living At Extremes: Development At The Edges Of Viable Temperature Under Constant And Fluctuating Conditions",2009,"Physiological And Biochemical Zoology",2.322,"Metazoa","Chordata","NA","Testudines","Emydidae","Chrysemys picta","Aquatic","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",23,23,31,31,"T2",6,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Morphology","Plastron Length","mm","NA","No","Yes","A","A","B","A","C","D","A","116:A:A:B:C:D:A:A",70,"A","B","116:A:A:B:3",153,22,22.7894736842105,2.79779185673678,22,24.4210526315789,2.3863518778049,24,25.6315789473684,2.92219828963607,24,25.719298245614,2.14867521296769,"No","No","No","No","No","No",23.2894736842105,3.29779185673678,24.9210526315789,2.8863518778049,26.1315789473684,3.42219828963607,26.219298245614,2.64867521296769,23.2894736842105,3.29779185673678,24.9210526315789,2.8863518778049,26.1315789473684,3.42219828963607,26.219298245614,2.64867521296769,-0.00804502982593663,0.12766094662069,-0.00804502982593663,0.12766094662069,-0.295635153908204,0.629616857087231
183,116,1,1,2,4,"H. L. Les","Living At Extremes: Development At The Edges Of Viable Temperature Under Constant And Fluctuating Conditions",2009,"Physiological And Biochemical Zoology",2.322,"Metazoa","Chordata","NA","Testudines","Emydidae","Chrysemys picta","Aquatic","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",23,23,31,31,"T2",6,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Morphology","Mass","g","NA","No","Yes","A","A","B","A","C","D","A","116:A:A:B:C:D:A:A",70,"A","B","116:A:A:B:4",154,22,4.7925,0.762192560971306,22,5.02,0.656658206375283,24,5.1425,0.624619884409712,24,5.08,0.624619884409712,"No","No","No","No","No","No",5.2925,1.26219256097131,5.52,1.15665820637528,5.6425,1.12461988440971,5.58,1.12461988440971,5.2925,1.26219256097131,5.52,1.15665820637528,5.6425,1.12461988440971,5.58,1.12461988440971,-0.00665319869730684,0.132928777585807,-0.00665319869730684,0.132928777585807,-0.295635153908204,0.542004064781723
